gene_id	gene_name	transcript_id	sample	TPM	treat	batch	time_point
ENSMUSG00000021236	Entpd5	ENSMUST00000120942	LM411_R3_t3	1.98	LM411	R3	t3
ENSMUSG00000021236	Entpd5	ENSMUST00000122194	LM411_R3_t3	1.61	LM411	R3	t3
ENSMUSG00000021365	Nedd9	ENSMUST00000021794	LM411_R3_t3	17.78	LM411	R3	t3
ENSMUSG00000021365	Nedd9	ENSMUST00000163623	LM411_R3_t3	7.14	LM411	R3	t3
ENSMUSG00000021384	Susd3	ENSMUST00000058196	LM411_R3_t3	12.25	LM411	R3	t3
ENSMUSG00000021384	Susd3	ENSMUST00000119721	LM411_R3_t3	1.8	LM411	R3	t3
ENSMUSG00000021687	Scamp1	ENSMUST00000022197	LM411_R3_t3	4.83	LM411	R3	t3
ENSMUSG00000021687	Scamp1	ENSMUST00000153558	LM411_R3_t3	0.08	LM411	R3	t3
ENSMUSG00000021756	Il6st	ENSMUST00000070731	LM411_R3_t3	16.29	LM411	R3	t3
ENSMUSG00000021756	Il6st	ENSMUST00000183663	LM411_R3_t3	12.66	LM411	R3	t3
ENSMUSG00000021945	Zmym2	ENSMUST00000022511	LM411_R3_t3	11.6	LM411	R3	t3
ENSMUSG00000021945	Zmym2	ENSMUST00000224922	LM411_R3_t3	10.52	LM411	R3	t3
ENSMUSG00000022214	Dcaf11	ENSMUST00000072530	LM411_R3_t3	8.44	LM411	R3	t3
ENSMUSG00000022214	Dcaf11	ENSMUST00000117236	LM411_R3_t3	14.02	LM411	R3	t3
ENSMUSG00000022214	Dcaf11	ENSMUST00000128490	LM411_R3_t3	7.97	LM411	R3	t3
ENSMUSG00000022214	Dcaf11	ENSMUST00000153638	LM411_R3_t3	0.74	LM411	R3	t3
ENSMUSG00000022299	Slc25a32	ENSMUST00000022908	LM411_R3_t3	6.81	LM411	R3	t3
ENSMUSG00000022299	Slc25a32	ENSMUST00000227323	LM411_R3_t3	7.73	LM411	R3	t3
ENSMUSG00000022299	Slc25a32	ENSMUST00000228160	LM411_R3_t3	8.21	LM411	R3	t3
ENSMUSG00000022307	Oxr1	ENSMUST00000090095	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000022307	Oxr1	ENSMUST00000166917	LM411_R3_t3	9.16	LM411	R3	t3
ENSMUSG00000022307	Oxr1	ENSMUST00000170127	LM411_R3_t3	7.25	LM411	R3	t3
ENSMUSG00000022372	Sla	ENSMUST00000100572	LM411_R3_t3	14.4	LM411	R3	t3
ENSMUSG00000022372	Sla	ENSMUST00000164163	LM411_R3_t3	2.08	LM411	R3	t3
ENSMUSG00000022372	Sla	ENSMUST00000168589	LM411_R3_t3	7	LM411	R3	t3
ENSMUSG00000022378	Cyrib	ENSMUST00000164532	LM411_R3_t3	47.93	LM411	R3	t3
ENSMUSG00000022378	Cyrib	ENSMUST00000228226	LM411_R3_t3	186.27	LM411	R3	t3
ENSMUSG00000022884	Eif4a2	ENSMUST00000077605	LM411_R3_t3	66.12	LM411	R3	t3
ENSMUSG00000022884	Eif4a2	ENSMUST00000123413	LM411_R3_t3	67.91	LM411	R3	t3
ENSMUSG00000022884	Eif4a2	ENSMUST00000131871	LM411_R3_t3	41.62	LM411	R3	t3
ENSMUSG00000022885	St6gal1	ENSMUST00000023601	LM411_R3_t3	10.51	LM411	R3	t3
ENSMUSG00000022885	St6gal1	ENSMUST00000178797	LM411_R3_t3	20.02	LM411	R3	t3
ENSMUSG00000023034	Nr4a1	ENSMUST00000023779	LM411_R3_t3	50.38	LM411	R3	t3
ENSMUSG00000023034	Nr4a1	ENSMUST00000228985	LM411_R3_t3	16.55	LM411	R3	t3
ENSMUSG00000023034	Nr4a1	ENSMUST00000231153	LM411_R3_t3	1.65	LM411	R3	t3
ENSMUSG00000023169	Slc38a1	ENSMUST00000088452	LM411_R3_t3	19.77	LM411	R3	t3
ENSMUSG00000023169	Slc38a1	ENSMUST00000088454	LM411_R3_t3	52.37	LM411	R3	t3
ENSMUSG00000023169	Slc38a1	ENSMUST00000100262	LM411_R3_t3	12.62	LM411	R3	t3
ENSMUSG00000023169	Slc38a1	ENSMUST00000230756	LM411_R3_t3	7.04	LM411	R3	t3
ENSMUSG00000024335	Brd2	ENSMUST00000025193	LM411_R3_t3	17.44	LM411	R3	t3
ENSMUSG00000024335	Brd2	ENSMUST00000095347	LM411_R3_t3	98.1	LM411	R3	t3
ENSMUSG00000024335	Brd2	ENSMUST00000114242	LM411_R3_t3	22.91	LM411	R3	t3
ENSMUSG00000024335	Brd2	ENSMUST00000154232	LM411_R3_t3	34.78	LM411	R3	t3
ENSMUSG00000024563	Smad2	ENSMUST00000025453	LM411_R3_t3	24.89	LM411	R3	t3
ENSMUSG00000024563	Smad2	ENSMUST00000091831	LM411_R3_t3	8.54	LM411	R3	t3
ENSMUSG00000024563	Smad2	ENSMUST00000168423	LM411_R3_t3	3.9	LM411	R3	t3
ENSMUSG00000024856	Cdk2ap2	ENSMUST00000025779	LM411_R3_t3	88.35	LM411	R3	t3
ENSMUSG00000024856	Cdk2ap2	ENSMUST00000172914	LM411_R3_t3	11.4	LM411	R3	t3
ENSMUSG00000024910	Ctsw	ENSMUST00000025844	LM411_R3_t3	60.08	LM411	R3	t3
ENSMUSG00000024910	Ctsw	ENSMUST00000235502	LM411_R3_t3	6.32	LM411	R3	t3
ENSMUSG00000024910	Ctsw	ENSMUST00000235786	LM411_R3_t3	5.53	LM411	R3	t3
ENSMUSG00000025016	Tm9sf3	ENSMUST00000025989	LM411_R3_t3	5.95	LM411	R3	t3
ENSMUSG00000025016	Tm9sf3	ENSMUST00000237871	LM411_R3_t3	168.17	LM411	R3	t3
ENSMUSG00000025326	Ube3a	ENSMUST00000107537	LM411_R3_t3	22.53	LM411	R3	t3
ENSMUSG00000025326	Ube3a	ENSMUST00000200758	LM411_R3_t3	15.5	LM411	R3	t3
ENSMUSG00000025402	Nab2	ENSMUST00000026469	LM411_R3_t3	22.91	LM411	R3	t3
ENSMUSG00000025402	Nab2	ENSMUST00000099157	LM411_R3_t3	11.7	LM411	R3	t3
ENSMUSG00000025494	Sigirr	ENSMUST00000097958	LM411_R3_t3	6.99	LM411	R3	t3
ENSMUSG00000025494	Sigirr	ENSMUST00000209294	LM411_R3_t3	20.61	LM411	R3	t3
ENSMUSG00000025494	Sigirr	ENSMUST00000210167	LM411_R3_t3	7.72	LM411	R3	t3
ENSMUSG00000025494	Sigirr	ENSMUST00000210978	LM411_R3_t3	2.59	LM411	R3	t3
ENSMUSG00000025583	Rptor	ENSMUST00000026671	LM411_R3_t3	6.36	LM411	R3	t3
ENSMUSG00000025583	Rptor	ENSMUST00000125583	LM411_R3_t3	2.9	LM411	R3	t3
ENSMUSG00000025583	Rptor	ENSMUST00000147781	LM411_R3_t3	0.96	LM411	R3	t3
ENSMUSG00000025583	Rptor	ENSMUST00000247866	LM411_R3_t3	6.36	LM411	R3	t3
ENSMUSG00000025647	Shisa5	ENSMUST00000026737	LM411_R3_t3	313.48	LM411	R3	t3
ENSMUSG00000025647	Shisa5	ENSMUST00000112059	LM411_R3_t3	71.56	LM411	R3	t3
ENSMUSG00000025647	Shisa5	ENSMUST00000196954	LM411_R3_t3	210.45	LM411	R3	t3
ENSMUSG00000025647	Shisa5	ENSMUST00000200515	LM411_R3_t3	55.15	LM411	R3	t3
ENSMUSG00000026104	Stat1	ENSMUST00000186574	LM411_R3_t3	138.81	LM411	R3	t3
ENSMUSG00000026104	Stat1	ENSMUST00000186857	LM411_R3_t3	120.27	LM411	R3	t3
ENSMUSG00000026222	Sp100	ENSMUST00000054279	LM411_R3_t3	10.72	LM411	R3	t3
ENSMUSG00000026222	Sp100	ENSMUST00000066427	LM411_R3_t3	15.73	LM411	R3	t3
ENSMUSG00000026222	Sp100	ENSMUST00000132641	LM411_R3_t3	18.94	LM411	R3	t3
ENSMUSG00000026222	Sp100	ENSMUST00000147552	LM411_R3_t3	6.99	LM411	R3	t3
ENSMUSG00000026222	Sp100	ENSMUST00000153574	LM411_R3_t3	5.23	LM411	R3	t3
ENSMUSG00000026395	Ptprc	ENSMUST00000182283	LM411_R3_t3	254.2	LM411	R3	t3
ENSMUSG00000026395	Ptprc	ENSMUST00000182755	LM411_R3_t3	42.51	LM411	R3	t3
ENSMUSG00000026457	Adipor1	ENSMUST00000027727	LM411_R3_t3	46.76	LM411	R3	t3
ENSMUSG00000026457	Adipor1	ENSMUST00000112237	LM411_R3_t3	12.78	LM411	R3	t3
ENSMUSG00000026843	Fubp3	ENSMUST00000055244	LM411_R3_t3	8.46	LM411	R3	t3
ENSMUSG00000026843	Fubp3	ENSMUST00000113482	LM411_R3_t3	20.4	LM411	R3	t3
ENSMUSG00000027346	Gpcpd1	ENSMUST00000060955	LM411_R3_t3	8.17	LM411	R3	t3
ENSMUSG00000027346	Gpcpd1	ENSMUST00000110142	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000027346	Gpcpd1	ENSMUST00000127712	LM411_R3_t3	0.48	LM411	R3	t3
ENSMUSG00000027346	Gpcpd1	ENSMUST00000149854	LM411_R3_t3	4.78	LM411	R3	t3
ENSMUSG00000027582	Zgpat	ENSMUST00000108807	LM411_R3_t3	7.45	LM411	R3	t3
ENSMUSG00000027582	Zgpat	ENSMUST00000116366	LM411_R3_t3	20.1	LM411	R3	t3
ENSMUSG00000027582	Zgpat	ENSMUST00000131284	LM411_R3_t3	6.23	LM411	R3	t3
ENSMUSG00000027641	Rbl1	ENSMUST00000029170	LM411_R3_t3	25.39	LM411	R3	t3
ENSMUSG00000027641	Rbl1	ENSMUST00000124518	LM411_R3_t3	6.32	LM411	R3	t3
ENSMUSG00000028403	Zdhhc21	ENSMUST00000030110	LM411_R3_t3	7.77	LM411	R3	t3
ENSMUSG00000028403	Zdhhc21	ENSMUST00000173741	LM411_R3_t3	2.98	LM411	R3	t3
ENSMUSG00000029048	Rer1	ENSMUST00000030914	LM411_R3_t3	66.37	LM411	R3	t3
ENSMUSG00000029048	Rer1	ENSMUST00000149796	LM411_R3_t3	47.78	LM411	R3	t3
ENSMUSG00000029642	Polr1d	ENSMUST00000050970	LM411_R3_t3	75.96	LM411	R3	t3
ENSMUSG00000029642	Polr1d	ENSMUST00000110557	LM411_R3_t3	155.05	LM411	R3	t3
ENSMUSG00000029763	Exoc4	ENSMUST00000052266	LM411_R3_t3	60.07	LM411	R3	t3
ENSMUSG00000029763	Exoc4	ENSMUST00000090381	LM411_R3_t3	8.01	LM411	R3	t3
ENSMUSG00000030220	Arhgdib	ENSMUST00000032344	LM411_R3_t3	577.94	LM411	R3	t3
ENSMUSG00000030220	Arhgdib	ENSMUST00000111891	LM411_R3_t3	96.34	LM411	R3	t3
ENSMUSG00000030435	U2af2	ENSMUST00000005041	LM411_R3_t3	149.32	LM411	R3	t3
ENSMUSG00000030435	U2af2	ENSMUST00000209099	LM411_R3_t3	56.72	LM411	R3	t3
ENSMUSG00000030530	Furin	ENSMUST00000107362	LM411_R3_t3	452.1	LM411	R3	t3
ENSMUSG00000030530	Furin	ENSMUST00000122232	LM411_R3_t3	42.59	LM411	R3	t3
ENSMUSG00000030560	Ctsc	ENSMUST00000032779	LM411_R3_t3	97.39	LM411	R3	t3
ENSMUSG00000030560	Ctsc	ENSMUST00000131108	LM411_R3_t3	4.49	LM411	R3	t3
ENSMUSG00000030619	Eed	ENSMUST00000107234	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000030619	Eed	ENSMUST00000238792	LM411_R3_t3	39.1	LM411	R3	t3
ENSMUSG00000030619	Eed	ENSMUST00000238981	LM411_R3_t3	62.11	LM411	R3	t3
ENSMUSG00000030761	Myo7a	ENSMUST00000084979	LM411_R3_t3	0.85	LM411	R3	t3
ENSMUSG00000030761	Myo7a	ENSMUST00000107128	LM411_R3_t3	0.97	LM411	R3	t3
ENSMUSG00000030761	Myo7a	ENSMUST00000156992	LM411_R3_t3	0.53	LM411	R3	t3
ENSMUSG00000031309	Rps6ka3	ENSMUST00000033671	LM411_R3_t3	20.34	LM411	R3	t3
ENSMUSG00000031309	Rps6ka3	ENSMUST00000112493	LM411_R3_t3	7.47	LM411	R3	t3
ENSMUSG00000031622	Sin3b	ENSMUST00000004494	LM411_R3_t3	7.14	LM411	R3	t3
ENSMUSG00000031622	Sin3b	ENSMUST00000109950	LM411_R3_t3	136.47	LM411	R3	t3
ENSMUSG00000031808	Slc27a1	ENSMUST00000211811	LM411_R3_t3	0.35	LM411	R3	t3
ENSMUSG00000031808	Slc27a1	ENSMUST00000211886	LM411_R3_t3	0.42	LM411	R3	t3
ENSMUSG00000031808	Slc27a1	ENSMUST00000212211	LM411_R3_t3	0.31	LM411	R3	t3
ENSMUSG00000031808	Slc27a1	ENSMUST00000212889	LM411_R3_t3	3.32	LM411	R3	t3
ENSMUSG00000031897	Psmb10	ENSMUST00000034369	LM411_R3_t3	29.85	LM411	R3	t3
ENSMUSG00000031897	Psmb10	ENSMUST00000212686	LM411_R3_t3	36.32	LM411	R3	t3
ENSMUSG00000031897	Psmb10	ENSMUST00000212938	LM411_R3_t3	7.56	LM411	R3	t3
ENSMUSG00000032279	Idh3a	ENSMUST00000167866	LM411_R3_t3	6.98	LM411	R3	t3
ENSMUSG00000032279	Idh3a	ENSMUST00000214136	LM411_R3_t3	47.66	LM411	R3	t3
ENSMUSG00000032279	Idh3a	ENSMUST00000217484	LM411_R3_t3	32.81	LM411	R3	t3
ENSMUSG00000032504	Pdcd6ip	ENSMUST00000035086	LM411_R3_t3	35.42	LM411	R3	t3
ENSMUSG00000032504	Pdcd6ip	ENSMUST00000111861	LM411_R3_t3	118.86	LM411	R3	t3
ENSMUSG00000032621	Srek1	ENSMUST00000074616	LM411_R3_t3	27.36	LM411	R3	t3
ENSMUSG00000032621	Srek1	ENSMUST00000210489	LM411_R3_t3	1.58	LM411	R3	t3
ENSMUSG00000032812	Arap1	ENSMUST00000084895	LM411_R3_t3	4.81	LM411	R3	t3
ENSMUSG00000032812	Arap1	ENSMUST00000084896	LM411_R3_t3	10.51	LM411	R3	t3
ENSMUSG00000032812	Arap1	ENSMUST00000107010	LM411_R3_t3	9.85	LM411	R3	t3
ENSMUSG00000032946	Rasgrp2	ENSMUST00000035716	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000032946	Rasgrp2	ENSMUST00000113471	LM411_R3_t3	2.11	LM411	R3	t3
ENSMUSG00000032946	Rasgrp2	ENSMUST00000113472	LM411_R3_t3	0.58	LM411	R3	t3
ENSMUSG00000032946	Rasgrp2	ENSMUST00000113476	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000032946	Rasgrp2	ENSMUST00000152022	LM411_R3_t3	0.12	LM411	R3	t3
ENSMUSG00000032946	Rasgrp2	ENSMUST00000167240	LM411_R3_t3	0.45	LM411	R3	t3
ENSMUSG00000033014	Trim33	ENSMUST00000029444	LM411_R3_t3	3.56	LM411	R3	t3
ENSMUSG00000033014	Trim33	ENSMUST00000106860	LM411_R3_t3	17.69	LM411	R3	t3
ENSMUSG00000033016	Nfatc1	ENSMUST00000035800	LM411_R3_t3	7.24	LM411	R3	t3
ENSMUSG00000033016	Nfatc1	ENSMUST00000078049	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000033016	Nfatc1	ENSMUST00000167977	LM411_R3_t3	4.96	LM411	R3	t3
ENSMUSG00000033016	Nfatc1	ENSMUST00000236310	LM411_R3_t3	10.95	LM411	R3	t3
ENSMUSG00000033016	Nfatc1	ENSMUST00000236711	LM411_R3_t3	9.99	LM411	R3	t3
ENSMUSG00000033088	Triobp	ENSMUST00000109687	LM411_R3_t3	29.23	LM411	R3	t3
ENSMUSG00000033088	Triobp	ENSMUST00000130663	LM411_R3_t3	3.73	LM411	R3	t3
ENSMUSG00000033705	Stard9	ENSMUST00000070420	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000033705	Stard9	ENSMUST00000129384	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000033705	Stard9	ENSMUST00000140843	LM411_R3_t3	0.11	LM411	R3	t3
ENSMUSG00000033705	Stard9	ENSMUST00000154193	LM411_R3_t3	0.12	LM411	R3	t3
ENSMUSG00000033705	Stard9	ENSMUST00000180041	LM411_R3_t3	0.07	LM411	R3	t3
ENSMUSG00000033847	Pla2g4c	ENSMUST00000043612	LM411_R3_t3	0.65	LM411	R3	t3
ENSMUSG00000033847	Pla2g4c	ENSMUST00000108528	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000033847	Pla2g4c	ENSMUST00000167232	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000033916	Chmp2a	ENSMUST00000005711	LM411_R3_t3	106.39	LM411	R3	t3
ENSMUSG00000033916	Chmp2a	ENSMUST00000210587	LM411_R3_t3	26.94	LM411	R3	t3
ENSMUSG00000034088	Hdlbp	ENSMUST00000042498	LM411_R3_t3	106.24	LM411	R3	t3
ENSMUSG00000034088	Hdlbp	ENSMUST00000170883	LM411_R3_t3	22.02	LM411	R3	t3
ENSMUSG00000035278	Plekhj1	ENSMUST00000036805	LM411_R3_t3	52.5	LM411	R3	t3
ENSMUSG00000035278	Plekhj1	ENSMUST00000219767	LM411_R3_t3	28.19	LM411	R3	t3
ENSMUSG00000035325	Sec31a	ENSMUST00000094578	LM411_R3_t3	55.79	LM411	R3	t3
ENSMUSG00000035325	Sec31a	ENSMUST00000182886	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000035325	Sec31a	ENSMUST00000182988	LM411_R3_t3	7.23	LM411	R3	t3
ENSMUSG00000035356	Nfkbiz	ENSMUST00000114457	LM411_R3_t3	1.37	LM411	R3	t3
ENSMUSG00000035356	Nfkbiz	ENSMUST00000114458	LM411_R3_t3	32.73	LM411	R3	t3
ENSMUSG00000036052	Dnajb5	ENSMUST00000084662	LM411_R3_t3	1.05	LM411	R3	t3
ENSMUSG00000036052	Dnajb5	ENSMUST00000098112	LM411_R3_t3	2.42	LM411	R3	t3
ENSMUSG00000036052	Dnajb5	ENSMUST00000107973	LM411_R3_t3	16.15	LM411	R3	t3
ENSMUSG00000036052	Dnajb5	ENSMUST00000142332	LM411_R3_t3	1.5	LM411	R3	t3
ENSMUSG00000038011	Dnah10	ENSMUST00000058440	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000038011	Dnah10	ENSMUST00000141137	LM411_R3_t3	0.04	LM411	R3	t3
ENSMUSG00000038011	Dnah10	ENSMUST00000196708	LM411_R3_t3	0.05	LM411	R3	t3
ENSMUSG00000038172	Ttc39b	ENSMUST00000048274	LM411_R3_t3	20.08	LM411	R3	t3
ENSMUSG00000038172	Ttc39b	ENSMUST00000102823	LM411_R3_t3	17.21	LM411	R3	t3
ENSMUSG00000038623	Tm6sf1	ENSMUST00000041890	LM411_R3_t3	0.73	LM411	R3	t3
ENSMUSG00000038623	Tm6sf1	ENSMUST00000119543	LM411_R3_t3	0.31	LM411	R3	t3
ENSMUSG00000038623	Tm6sf1	ENSMUST00000124616	LM411_R3_t3	0.1	LM411	R3	t3
ENSMUSG00000038623	Tm6sf1	ENSMUST00000130006	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000038623	Tm6sf1	ENSMUST00000134861	LM411_R3_t3	0.48	LM411	R3	t3
ENSMUSG00000038623	Tm6sf1	ENSMUST00000147977	LM411_R3_t3	0.08	LM411	R3	t3
ENSMUSG00000038708	Golga4	ENSMUST00000084820	LM411_R3_t3	15.83	LM411	R3	t3
ENSMUSG00000038708	Golga4	ENSMUST00000211840	LM411_R3_t3	3.95	LM411	R3	t3
ENSMUSG00000039114	Nrn1	ENSMUST00000037623	LM411_R3_t3	1.6	LM411	R3	t3
ENSMUSG00000039114	Nrn1	ENSMUST00000223611	LM411_R3_t3	2.41	LM411	R3	t3
ENSMUSG00000039201	Tbc1d25	ENSMUST00000039892	LM411_R3_t3	3.2	LM411	R3	t3
ENSMUSG00000039201	Tbc1d25	ENSMUST00000133093	LM411_R3_t3	2.15	LM411	R3	t3
ENSMUSG00000039201	Tbc1d25	ENSMUST00000143984	LM411_R3_t3	0.92	LM411	R3	t3
ENSMUSG00000039201	Tbc1d25	ENSMUST00000172020	LM411_R3_t3	1.11	LM411	R3	t3
ENSMUSG00000039201	Tbc1d25	ENSMUST00000239441	LM411_R3_t3	3.2	LM411	R3	t3
ENSMUSG00000039431	Mtmr7	ENSMUST00000048898	LM411_R3_t3	4.2	LM411	R3	t3
ENSMUSG00000039431	Mtmr7	ENSMUST00000174205	LM411_R3_t3	0.49	LM411	R3	t3
ENSMUSG00000040433	Zbtb38	ENSMUST00000093798	LM411_R3_t3	1.53	LM411	R3	t3
ENSMUSG00000040433	Zbtb38	ENSMUST00000152594	LM411_R3_t3	7.22	LM411	R3	t3
ENSMUSG00000040813	Tex264	ENSMUST00000046735	LM411_R3_t3	12.26	LM411	R3	t3
ENSMUSG00000040813	Tex264	ENSMUST00000163441	LM411_R3_t3	17.28	LM411	R3	t3
ENSMUSG00000040813	Tex264	ENSMUST00000169068	LM411_R3_t3	37.99	LM411	R3	t3
ENSMUSG00000041408	Wapl	ENSMUST00000048263	LM411_R3_t3	28.23	LM411	R3	t3
ENSMUSG00000041408	Wapl	ENSMUST00000090027	LM411_R3_t3	18.9	LM411	R3	t3
ENSMUSG00000041408	Wapl	ENSMUST00000111895	LM411_R3_t3	20.12	LM411	R3	t3
ENSMUSG00000041408	Wapl	ENSMUST00000169910	LM411_R3_t3	8.19	LM411	R3	t3
ENSMUSG00000041415	Dicer1	ENSMUST00000041987	LM411_R3_t3	6.91	LM411	R3	t3
ENSMUSG00000041415	Dicer1	ENSMUST00000222002	LM411_R3_t3	13.94	LM411	R3	t3
ENSMUSG00000041415	Dicer1	ENSMUST00000222528	LM411_R3_t3	17.04	LM411	R3	t3
ENSMUSG00000041488	Stx3	ENSMUST00000069285	LM411_R3_t3	0.75	LM411	R3	t3
ENSMUSG00000041488	Stx3	ENSMUST00000075304	LM411_R3_t3	2.42	LM411	R3	t3
ENSMUSG00000042766	Trim46	ENSMUST00000041022	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000042766	Trim46	ENSMUST00000090924	LM411_R3_t3	4.51	LM411	R3	t3
ENSMUSG00000042766	Trim46	ENSMUST00000107464	LM411_R3_t3	0.62	LM411	R3	t3
ENSMUSG00000042766	Trim46	ENSMUST00000139419	LM411_R3_t3	1.07	LM411	R3	t3
ENSMUSG00000042766	Trim46	ENSMUST00000143637	LM411_R3_t3	1.28	LM411	R3	t3
ENSMUSG00000044475	Ascc1	ENSMUST00000050516	LM411_R3_t3	19.82	LM411	R3	t3
ENSMUSG00000044475	Ascc1	ENSMUST00000164083	LM411_R3_t3	6.96	LM411	R3	t3
ENSMUSG00000044475	Ascc1	ENSMUST00000219778	LM411_R3_t3	3.13	LM411	R3	t3
ENSMUSG00000044566	Cage1	ENSMUST00000074969	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000044566	Cage1	ENSMUST00000089840	LM411_R3_t3	0.48	LM411	R3	t3
ENSMUSG00000044566	Cage1	ENSMUST00000110233	LM411_R3_t3	0.4	LM411	R3	t3
ENSMUSG00000045427	Hnrnph2	ENSMUST00000050331	LM411_R3_t3	18.01	LM411	R3	t3
ENSMUSG00000045427	Hnrnph2	ENSMUST00000059297	LM411_R3_t3	10.38	LM411	R3	t3
ENSMUSG00000045427	Hnrnph2	ENSMUST00000074950	LM411_R3_t3	41.9	LM411	R3	t3
ENSMUSG00000045427	Hnrnph2	ENSMUST00000113202	LM411_R3_t3	2.47	LM411	R3	t3
ENSMUSG00000047412	Zbtb44	ENSMUST00000115222	LM411_R3_t3	5	LM411	R3	t3
ENSMUSG00000047412	Zbtb44	ENSMUST00000216649	LM411_R3_t3	11.57	LM411	R3	t3
ENSMUSG00000047412	Zbtb44	ENSMUST00000217092	LM411_R3_t3	12.41	LM411	R3	t3
ENSMUSG00000047888	Tnrc6b	ENSMUST00000067689	LM411_R3_t3	4.41	LM411	R3	t3
ENSMUSG00000047888	Tnrc6b	ENSMUST00000226857	LM411_R3_t3	3.25	LM411	R3	t3
ENSMUSG00000047888	Tnrc6b	ENSMUST00000228124	LM411_R3_t3	4.75	LM411	R3	t3
ENSMUSG00000048271	Rbm33	ENSMUST00000059644	LM411_R3_t3	10.61	LM411	R3	t3
ENSMUSG00000048271	Rbm33	ENSMUST00000114884	LM411_R3_t3	13.12	LM411	R3	t3
ENSMUSG00000048731	Ggnbp1	ENSMUST00000053683	LM411_R3_t3	1.49	LM411	R3	t3
ENSMUSG00000048731	Ggnbp1	ENSMUST00000122106	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000048731	Ggnbp1	ENSMUST00000142141	LM411_R3_t3	3.56	LM411	R3	t3
ENSMUSG00000048731	Ggnbp1	ENSMUST00000151920	LM411_R3_t3	0.33	LM411	R3	t3
ENSMUSG00000048731	Ggnbp1	ENSMUST00000154731	LM411_R3_t3	0.22	LM411	R3	t3
ENSMUSG00000048731	Ggnbp1	ENSMUST00000236076	LM411_R3_t3	0.37	LM411	R3	t3
ENSMUSG00000049109	Themis	ENSMUST00000056097	LM411_R3_t3	33.31	LM411	R3	t3
ENSMUSG00000049109	Themis	ENSMUST00000060409	LM411_R3_t3	2.77	LM411	R3	t3
ENSMUSG00000049109	Themis	ENSMUST00000105516	LM411_R3_t3	6.65	LM411	R3	t3
ENSMUSG00000051517	Arhgef39	ENSMUST00000054538	LM411_R3_t3	7.14	LM411	R3	t3
ENSMUSG00000051517	Arhgef39	ENSMUST00000125834	LM411_R3_t3	1.25	LM411	R3	t3
ENSMUSG00000051517	Arhgef39	ENSMUST00000128754	LM411_R3_t3	0.51	LM411	R3	t3
ENSMUSG00000051517	Arhgef39	ENSMUST00000129378	LM411_R3_t3	0.76	LM411	R3	t3
ENSMUSG00000053957	NA	ENSMUST00000122898	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000053957	NA	ENSMUST00000199168	LM411_R3_t3	0.57	LM411	R3	t3
ENSMUSG00000053957	NA	ENSMUST00000242641	LM411_R3_t3	0.75	LM411	R3	t3
ENSMUSG00000053957	NA	ENSMUST00000264734	LM411_R3_t3	0.09	LM411	R3	t3
ENSMUSG00000054823	Nsd3	ENSMUST00000136107	LM411_R3_t3	15.25	LM411	R3	t3
ENSMUSG00000054823	Nsd3	ENSMUST00000139966	LM411_R3_t3	2.97	LM411	R3	t3
ENSMUSG00000054823	Nsd3	ENSMUST00000142395	LM411_R3_t3	6.07	LM411	R3	t3
ENSMUSG00000054823	Nsd3	ENSMUST00000146919	LM411_R3_t3	9.91	LM411	R3	t3
ENSMUSG00000054823	Nsd3	ENSMUST00000155861	LM411_R3_t3	10.66	LM411	R3	t3
ENSMUSG00000055239	Kcmf1	ENSMUST00000068697	LM411_R3_t3	24.4	LM411	R3	t3
ENSMUSG00000055239	Kcmf1	ENSMUST00000204598	LM411_R3_t3	46.47	LM411	R3	t3
ENSMUSG00000056476	Med12l	ENSMUST00000040325	LM411_R3_t3	0.12	LM411	R3	t3
ENSMUSG00000056476	Med12l	ENSMUST00000040846	LM411_R3_t3	0.4	LM411	R3	t3
ENSMUSG00000056476	Med12l	ENSMUST00000197374	LM411_R3_t3	0.07	LM411	R3	t3
ENSMUSG00000056476	Med12l	ENSMUST00000199659	LM411_R3_t3	0.12	LM411	R3	t3
ENSMUSG00000056536	Pign	ENSMUST00000070699	LM411_R3_t3	0	LM411	R3	t3
ENSMUSG00000056536	Pign	ENSMUST00000186485	LM411_R3_t3	9.27	LM411	R3	t3
ENSMUSG00000056724	Nbeal2	ENSMUST00000167320	LM411_R3_t3	11.88	LM411	R3	t3
ENSMUSG00000056724	Nbeal2	ENSMUST00000196488	LM411_R3_t3	5.08	LM411	R3	t3
